state_abbrev,state_name,state_fips,office,dist,year,votes_r,votes_d,votes_2p,d2pshare,incumbency,cand_r,inc_r,cand_d,inc_d,votes_o,votes_total,party_o,cand_o,inc_o,win_party,notes_cq,votes_extra,votes_plurality,lag_d2pshare,dpres
WI,WISCONSIN,55,H,9,2000,239498,83720,323218,0.25902024,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"CLAWSON, MIKE",Challenger,,323455,N/A,N/A,N/A,R,,237,155778,,34.88000107
WI,WISCONSIN,55,H,8,2002,152745,50284,203029,0.24766906,-1,"GREEN, MARK",Incumbent,"BECKER, ANDREW M.",Challenger,,210447,N/A,N/A,N/A,R,,7418,102461,0.25294825,45.40000153
WI,WISCONSIN,55,H,6,2002,169834,,169834,,-1,"PETRI, THOMAS E.",Incumbent,,N/A,,171161,N/A,N/A,N/A,R,,1327,169834,0.34912649,44.20000076
WI,WISCONSIN,55,H,1,2002,140176,63895,204071,0.3131018,-1,"RYAN, PAUL D.",Incumbent,"THOMAS, JEFFREY C.",Challenger,,208613,N/A,N/A,N/A,R,,4542,76281,0.33353096,46.90000153
WI,WISCONSIN,55,H,5,2002,191224,,191224,,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,,N/A,,222012,N/A,N/A,N/A,R,,30788,191224,0.77912891,36.20000076
WI,WISCONSIN,55,H,8,2004,248070,105513,353583,0.29841083,-1,"GREEN, MARK",Incumbent,"LECLAIR, DOTTIE",Challenger,142,353725,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,142557,0.24766906,44.59999847
WI,WISCONSIN,55,H,6,2004,238620,107209,345829,0.31000581,-1,"PETRI, THOMAS E.",Incumbent,"HALL, JEF C.",Challenger,10018,355995,WISCONSIN GREEN,"RITTENHOUSE, CAROL ANNE",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 148,148,131411,,42.93999863
WI,WISCONSIN,55,H,1,2004,233372,116250,349622,0.33250195,-1,"RYAN, PAUL D.",Incumbent,"THOMAS, JEFFREY C.",Challenger,4252,356976,INDEPENDENT,"AULABAUGH, NORMAN",Challenger,R,"The other vote was: Bernau, Don (Libertarian) 2,936; Scattered Write-Ins (Write-in) 166",3102,117122,0.3131018,46.25
WI,WISCONSIN,55,H,5,2004,271153,129384,400537,0.32302633,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"KENNEDY, BRYAN",Challenger,6549,407291,LIBERTARIAN,"PETERSON, TIM C.",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 205,205,141769,,36.40000153
WI,WISCONSIN,55,H,6,2006,201367,,201367,,-1,"PETRI, THOMAS E.",Incumbent,,N/A,,203557,N/A,N/A,N/A,R,,2190,201367,0.31000581,42.90000153
WI,WISCONSIN,55,H,1,2006,161320,95761,257081,0.37249351,-1,"RYAN, PAUL D.",Incumbent,"THOMAS, JEFFREY C.",Challenger,,257596,N/A,N/A,N/A,R,,515,65559,0.33250195,46.29999924
WI,WISCONSIN,55,H,5,2006,194669,112451,307120,0.36614677,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"KENNEDY, BRYAN",Challenger,,315180,N/A,N/A,N/A,R,,8060,82218,0.32302633,36.40000153
WI,WISCONSIN,55,H,6,2008,221875,126090,347965,0.36236402,-1,"PETRI, THOMAS E.",Incumbent,"KITTELSON, ROGER A.",Challenger,,348264,N/A,N/A,N/A,R,,299,95785,,50
WI,WISCONSIN,55,H,1,2008,231009,125268,356277,0.35160282,-1,"RYAN, PAUL D.",Incumbent,"KRUPP, MARGE",Challenger,,361107,N/A,N/A,N/A,R,,4830,105741,0.37249351,51
WI,WISCONSIN,55,H,5,2008,275271,,275271,,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,,N/A,,345899,N/A,N/A,N/A,R,,70628,275271,0.36614677,41
WI,WISCONSIN,55,H,6,2010,183271,75926,259197,0.29292777,-1,"PETRI, THOMAS E.",Incumbent,"KALLAS, JOSEPH C.",Challenger,,259367,N/A,N/A,N/A,R,,170,107345,0.36236402,50
WI,WISCONSIN,55,H,1,2010,179819,79363,259182,0.30620569,-1,"RYAN, PAUL D.",Incumbent,"HECKENLIVELY, JOHN",Challenger,,263627,N/A,N/A,N/A,R,,4445,100456,0.35160282,51
WI,WISCONSIN,55,H,5,2010,229642,90634,320276,0.28298718,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"KOLOSSO, TODD P.",Challenger,,331258,N/A,N/A,N/A,R,,10982,139008,,41
WI,WISCONSIN,55,H,7,2012,201720,157524,359244,0.4384875,-1,"DUFFY, SEAN",Incumbent,"KREITLOW, PAT",Challenger,405,359669,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,"The other vote was: Lehner, Dale C. (Independent) 20",20,44196,0.4602291,48.4295846
WI,WISCONSIN,55,H,6,2012,223460,135921,359381,0.37820864,-1,"PETRI, THOMAS E.",Incumbent,"KALLAS, JOSEPH C.",Challenger,364,359745,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,87539,0.29292777,46.30940344
WI,WISCONSIN,55,H,1,2012,200423,158414,358837,0.44146508,-1,"RYAN, PAUL D.",Incumbent,"ZEBRAN, ROB",Challenger,6054,365058,LIBERTARIAN,"DESCHLER, KEITH",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 167,167,42009,0.30620569,47.87878788
WI,WISCONSIN,55,H,8,2012,198874,156287,355161,0.44004551,-1,"RIBBLE, REID J.",Incumbent,"WALL, JAMIE",Challenger,303,355464,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,42587,0.45173696,48.12942366
WI,WISCONSIN,55,H,5,2012,250335,118478,368813,0.32124138,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"HEASTER, DAVE",Challenger,851,369664,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,131857,0.28298718,38.08080808
WI,WISCONSIN,55,H,7,2014,169891,112949,282840,0.39933884,-1,"DUFFY, SEAN",Incumbent,"WESTLUND, KELLY",Challenger,3686,286603,INDEPENDENT,"DALE, LAWRENCE",Challenger,R,The other vote was: Scattered Write-Ins (No Party) 42; Scattered Write-Ins (Write-in) 35,77,56942,0.4384875,48.4295846
WI,WISCONSIN,55,H,1,2014,182316,105552,287868,0.36666805,-1,"RYAN, PAUL D.",Incumbent,"ZERBAN, ROB",Challenger,273,288170,NO PARTY,SCATTERED WRITE-INS,Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 29,29,76764,0.44146508,47.87878788
WI,WISCONSIN,55,H,8,2014,188553,101345,289898,0.34958848,-1,"RIBBLE, REID J.",Incumbent,"GRUETT, RON",Challenger,150,290048,NO PARTY,SCATTERED WRITE-INS,Challenger,R,,,87208,0.44004551,48.12942366
WI,WISCONSIN,55,H,5,2014,231160,101190,332350,0.30446818,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"ROCKWOOD, CHRIS B.",Challenger,476,332826,NO PARTY,SCATTERED WRITE-INS,Challenger,R,,,129970,0.32124138,38.08080808
WI,WISCONSIN,55,H,7,2016,223418,138643,362061,0.38292718,-1,"DUFFY, SEAN",Incumbent,"HOEFT, MARY",Challenger,210,362271,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,84775,0.39933884,39.22187171
WI,WISCONSIN,55,H,6,2016,204147,133072,337219,0.39461595,-1,"GROTHMAN, GLENN S.",Incumbent,"LLOYD, SARAH",Challenger,19716,357183,INDEPENDENT,"DAHLKE, JEFF",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 248,248,71075,0.41856435,41.05820106
WI,WISCONSIN,55,H,1,2016,230072,107003,337075,0.31744567,-1,"RYAN, PAUL D.",Incumbent,"SOLEN, RYAN",Challenger,9429,354245,TRUMP CONSERVATIVE,"ZIMMERMAN, SPENCER",Challenger,R,"The other vote was: Lebeck, Jason (Libertarian) 7,486; Scattered Write-Ins (Write-in) 255",7741,123069,0.36666805,44.57323498
WI,WISCONSIN,55,H,5,2016,260706,114477,375183,0.30512309,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"PENEBAKER, KHARY",Challenger,15324,390844,LIBERTARIAN,"ARNDT, JOHN",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 337,337,146229,0.30446818,39.3875396
WI,WISCONSIN,55,H,7,2018,194061,124307,318368,0.39045069,-1,"DUFFY, SEAN",Incumbent,"ENGEBRETSON, MARGARET",Challenger,4416,322840,INDEPENDENT,"DRIESSEN, KEN",Challenger,R,"The other vote was: Scattered Write-Ins (Write-in) 53; Look, Bob (Write-in) 3",56,69754,0.38292718,39.26315789
WI,WISCONSIN,55,H,6,2018,180311,144536,324847,0.44493562,-1,"GROTHMAN, GLENN S.",Incumbent,"KOHL, DAN",Challenger,218,325065,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,35775,0.39461595,41.05820106
WI,WISCONSIN,55,H,8,2018,209410,119265,328675,0.36286604,-1,"GALLAGHER, MIKE",Incumbent,"LIEGEOIS, BEAU",Challenger,99,328774,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,90145,0.37318951,40.71729958
WI,WISCONSIN,55,H,5,2018,225619,138385,364004,0.3801744,-1,"SENSENBRENNER, F. JAMES JR.",Incumbent,"PALZEWICZ, TOM",Challenger,283,364288,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,"The other vote was: Garcia, Ramon (Write-in) 1",1,87234,0.30512309,39.3875396
WI,WISCONSIN,55,H,6,2020,238874,164239,403113,0.40742671,-1,"GROTHMAN, GLENN S.",Incumbent,"KING, JESSICA JEANE",Challenger,220,403333,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,74635,0.44493562,42.27642276
WI,WISCONSIN,55,H,8,2020,268173,149558,417731,0.35802466,-1,"GALLAGHER, MIKE",Incumbent,"STUCK, AMANDA",Challenger,107,417838,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,118615,0.36286604,41.92893401
WI,WISCONSIN,55,H,1,2020,238271,163170,401441,0.40646073,-1,"STEIL, BRYAN",Incumbent,"POLACK, ROGER",Challenger,313,401754,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,75101,0.43653333,45.3346856
WI,WISCONSIN,55,H,7,2020,252048,162741,414789,0.39234647,-1,"TIFFANY, TOM",Incumbent,"ZUNKER, TRICIA",Challenger,218,415007,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,89307,0.39045069,39.89847716
WI,WISCONSIN,55,H,5,2022,243741,134581,378322,0.35573137,-1,"FITZGERALD, SCOTT",Incumbent,"VAN SOMEREN, MIKE",Challenger,201,378523,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,109160,0.39856708,38.39918946
WI,WISCONSIN,55,H,6,2022,239231,,239231,,-1,"GROTHMAN, GLENN S.",Incumbent,,N/A,12428,251999,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,"The other vote was: Powell, Tom (Write-in) 340",340,226803,0.40742671,42.07317073
WI,WISCONSIN,55,H,8,2022,223981,,223981,,-1,"GALLAGHER, MIKE",Incumbent,,N/A,48896,310196,INDEPENDENT,"BOUCHER, PAUL",Challenger,R,"The other vote was:  VandenPlas, Jacob J. (Libertarian) 32,057; Hancock, Julie (Write-in) 3,160; Scattered Write-Ins (Write-in) 1,967; Hoffman, Robbie (Write-in) 135",37319,175085,0.35802466,42.1319797
WI,WISCONSIN,55,H,1,2022,162610,135825,298435,0.45512423,-1,"STEIL, BRYAN",Incumbent,"ROE, ANN",Challenger,185,300867,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,2247,26785,0.40646073,48.98580122
WI,WISCONSIN,55,H,7,2022,209224,128877,338101,0.381179,-1,"TIFFANY, TOM",Incumbent,"AUSMAN, RICHARD",Challenger,167,338268,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,,,80347,0.39234647,39.89847716
WV,WEST VIRGINIA,54,H,4,1954,55994,56498,112492,0.50224018,-1,"NEAL, WILL E.",Incumbent,"BURNSIDE, M. G.",Challenger,,112492,N/A,N/A,N/A,D,,,504,0.46659043,44.40000153
WV,WEST VIRGINIA,54,H,1,1958,55613,46262,101875,0.45410553,-1,"MOORE, ARCH A. JR.",Incumbent,"MOLLOHAN, ROBERT H.",Challenger,,101875,N/A,N/A,N/A,R,,,9351,0.49705634,45.25999832
WV,WEST VIRGINIA,54,H,4,1958,57291,60794,118085,0.51483256,-1,"NEAL, WILL E.",Incumbent,"HECHLER, KEN",Challenger,,118085,N/A,N/A,N/A,D,,,3503,0.47179532,40.40999985
WV,WEST VIRGINIA,54,H,1,1960,81018,53318,134336,0.3969003,-1,"MOORE, ARCH A. JR.",Incumbent,"NARICK, STEVEN D.",Challenger,,134336,N/A,N/A,N/A,R,,,27700,0.45410553,53.22999954
WV,WEST VIRGINIA,54,H,1,1964,115799,72714,188513,0.38572407,-1,"MOORE, ARCH A. JR.",Incumbent,"BAILEY, JOHN L.",Challenger,,188513,N/A,N/A,N/A,R,,,43085,0.40107071,69.30999756
WV,WEST VIRGINIA,54,H,1,1966,88364,36242,124606,0.29085276,-1,"MOORE, ARCH A. JR.",Incumbent,"KIDD, WILLIAM M.",Challenger,,124606,N/A,N/A,N/A,R,,,52122,0.38572407,69.30999756
WV,WEST VIRGINIA,54,H,3,1982,60844,84619,145463,0.58172178,-1,"STATON, DAVID M.",Incumbent,"WISE, ROBERT ELLSWORTH",Challenger,,145463,N/A,N/A,N/A,D,,,23775,0.47326007,51.20999908
WV,WEST VIRGINIA,54,H,2,2002,98276,65400,163676,0.39956987,-1,"CAPITO, SHELLEY MOORE",Incumbent,"HUMPHREYS, JIM",Challenger,,163676,N/A,N/A,N/A,R,,,32876,0.4863863,44.84999847
WV,WEST VIRGINIA,54,H,2,2004,147676,106131,253807,0.41815633,-1,"CAPITO, SHELLEY MOORE",Incumbent,"WELLS, ERIK P.",Challenger,3218,257025,MOUNTAIN,"MARTIN, JULIAN",Challenger,R,,,41545,0.39956987,42.66999817
WV,WEST VIRGINIA,54,H,2,2006,94110,70470,164580,0.42818081,-1,"CAPITO, SHELLEY MOORE",Incumbent,"CALLAGHAN, MIKE",Challenger,,164580,N/A,N/A,N/A,R,,,23640,0.41815633,42.70000076
WV,WEST VIRGINIA,54,H,2,2008,147334,110819,258153,0.42927644,-1,"CAPITO, SHELLEY MOORE",Incumbent,"BARTH, ANNE",Challenger,,258169,N/A,N/A,N/A,R,,16,36515,0.42818081,44
WV,WEST VIRGINIA,54,H,2,2010,126814,55001,181815,0.3025108,-1,"CAPITO, SHELLEY MOORE",Incumbent,"GRAF, VIRGINIA LYNCH",Challenger,,185246,N/A,N/A,N/A,R,,3431,71813,0.42927644,44
WV,WEST VIRGINIA,54,H,2,2012,158206,68560,226766,0.30233809,-1,"CAPITO, SHELLEY MOORE",Incumbent,"SWINT, HOWARD",Challenger,,226766,N/A,N/A,N/A,R,,,89646,0.3025108,38.7755102
WV,WEST VIRGINIA,54,H,1,2012,133809,80342,214151,0.37516519,-1,"MCKINLEY, DAVID",Incumbent,"THORN, SUE",Challenger,,214151,N/A,N/A,N/A,R,,,53467,0.49599734,36.3357216
WV,WEST VIRGINIA,54,H,1,2014,92491,52109,144600,0.36036652,-1,"MCKINLEY, DAVID",Incumbent,"GAINER, GLEN B. III",Challenger,,144600,N/A,N/A,N/A,R,,,40382,0.37516519,36.3357216
WV,WEST VIRGINIA,54,H,3,2016,140741,49708,190449,0.26100427,-1,"JENKINS, EVAN",Incumbent,"DETCH, MATT",Challenger,16883,207332,LIBERTARIAN,"LAWHORN, ZANE",Challenger,R,,,91033,0.44649255,24.32150313
WV,WEST VIRGINIA,54,H,1,2016,163469,73534,237003,0.31026611,-1,"MCKINLEY, DAVID",Incumbent,"MANYPENNY, MIKE",Challenger,,237003,N/A,N/A,N/A,R,,,89935,0.36036652,27.96610169
WV,WEST VIRGINIA,54,H,2,2016,140807,101207,242014,0.41818655,-1,"MOONEY, ALEX X.",Incumbent,"HUNT, MARK",Challenger,,242014,N/A,N/A,N/A,R,,,39600,0.48242414,30.88235294
WV,WEST VIRGINIA,54,H,1,2018,127997,70217,198214,0.35424843,-1,"MCKINLEY, DAVID",Incumbent,"FERSHEE, KENDRA",Challenger,,198214,N/A,N/A,N/A,R,,,57780,0.31026611,27.96610169
WV,WEST VIRGINIA,54,H,2,2018,110504,88011,198515,0.44334686,-1,"MOONEY, ALEX X.",Incumbent,"SERGENT, TALLEY",Challenger,6277,204792,MOUNTAIN,"LUTZ, DANIEL P. JR.",Challenger,R,,,22493,0.41818655,30.88235294
WV,WEST VIRGINIA,54,H,1,2020,180488,81177,261665,0.31023255,-1,"MCKINLEY, DAVID",Incumbent,"CLINE, NATALIE",Challenger,,261665,N/A,N/A,N/A,R,,,99311,0.35424843,30.82400814
WV,WEST VIRGINIA,54,H,2,2020,172195,100799,272994,0.36923522,-1,"MOONEY, ALEX X.",Incumbent,"KUNKEL, CATHERINE",Challenger,,272994,N/A,N/A,N/A,R,,,71396,0.44334686,33.401222
WV,WEST VIRGINIA,54,H,3,2020,161585,64927,226512,0.28663823,-1,"MILLER, CAROL",Incumbent,"TURNER, HILARY",Challenger,,226512,N/A,N/A,N/A,R,,,96658,0.43626598,25.86206897
WV,WEST VIRGINIA,54,H,2,2022,160493,84278,244771,0.34431365,-1,"MOONEY, ALEX X.",Incumbent,"WENDELL, BARRY LEE",Challenger,,244771,N/A,N/A,N/A,R,,,76215,0.36923522,31.16089613
WV,WEST VIRGINIA,54,H,1,2022,151511,65428,216939,0.30159631,-1,"MILLER, CAROL",Incumbent,"WATSON, EUGENE LACY",Challenger,10257,227196,INDEPENDENT,"FOX-SPENCER, BELINDA",Challenger,R,,,86083,0.31023255,29.23857868
WY,WYOMING,56,H,0,1952,76161,50559,126720,0.39898202,-1,"HARRISON, WILLIAM HENRY",Incumbent,"ROSS, ROBERT R. JR.",Challenger,,126720,N/A,N/A,N/A,R,,,25602,0.45510349,37.29999924
WY,WYOMING,56,H,0,1956,69903,50225,120128,0.41809571,-1,"THOMSON, E. KEITH",Incumbent,"O'CALLAGHAN, JERRY A.",Challenger,,120128,N/A,N/A,N/A,R,,,19678,0.43816826,39.91999817
WY,WYOMING,56,H,0,1958,59894,51886,111780,0.46417964,-1,"THOMSON, E. KEITH",Incumbent,"WHITAKER, RAYMOND B.",Challenger,,111780,N/A,N/A,N/A,R,,,8008,0.41809571,39.91999817
WY,WYOMING,56,H,0,1962,71489,44985,116474,0.38622352,-1,"HARRISON, WILLIAM HENRY",Incumbent,"MANKUS, LOUIS A.",Challenger,,116474,N/A,N/A,N/A,R,,,26504,0.47710505,44.99000168
WY,WYOMING,56,H,0,1964,68482,70693,139175,0.50794321,-1,"HARRISON, WILLIAM HENRY",Incumbent,"RONCALIO, TENO",Challenger,,139175,N/A,N/A,N/A,D,,,2211,0.38622352,56.56000137
WY,WYOMING,56,H,0,1980,116361,53338,169699,0.31430945,-1,"CHENEY, RICHARD",Incumbent,"ROGERS, JIM",Challenger,,169699,N/A,N/A,N/A,R,,,63023,0.41369021,30.87000084
WY,WYOMING,56,H,0,1982,113236,46041,159277,0.28906244,-1,"CHENEY, RICHARD",Incumbent,"HOMMEL, THEODORE H.",Challenger,,159277,N/A,N/A,N/A,R,,,67195,0.31430945,30.90999985
WY,WYOMING,56,H,0,1984,138234,45857,184091,0.24909963,-1,"CHENEY, RICHARD",Incumbent,"MCFADDEN, HUGH B.",Challenger,,187904,N/A,N/A,N/A,R,,3813,92377,0.28906244,28.60000038
WY,WYOMING,56,H,0,1986,111007,48780,159787,0.3052814,-1,"CHENEY, RICHARD",Incumbent,"GILMORE, RICK",Challenger,,159787,N/A,N/A,N/A,R,,,62227,0.24909963,28.60000038
WY,WYOMING,56,H,0,1988,118350,56527,174877,0.32323861,-1,"CHENEY, RICHARD",Incumbent,"SHARRATT, BRYAN",Challenger,,177651,N/A,N/A,N/A,R,,2774,61823,0.3052814,38.58000183
WY,WYOMING,56,H,0,1990,87078,70977,158055,0.44906521,-1,"THOMAS, CRAIG",Incumbent,"MAXFIELD, PETE",Challenger,,158055,N/A,N/A,N/A,R,,,16101,0.32323861,38.58000183
WY,WYOMING,56,H,0,1992,113882,77418,191300,0.4046942,-1,"THOMAS, CRAIG",Incumbent,"HERSCHLER, JON",Challenger,,196977,N/A,N/A,N/A,R,,5677,36464,0.44906521,46.20999908
WY,WYOMING,56,H,0,1996,116004,85724,201728,0.42494845,-1,"CUBIN, BARBARA",Incumbent,"MAXFIELD, PETE",Challenger,,209983,N/A,N/A,N/A,R,,8255,30280,0.43689877,42.50999832
WY,WYOMING,56,H,0,1998,100687,67399,168086,0.40097925,-1,"CUBIN, BARBARA",Incumbent,"FARRIS, SCOTT",Challenger,,174219,N/A,N/A,N/A,R,,6133,33288,0.42494845,42.50999832
WY,WYOMING,56,H,0,2000,141848,60638,202486,0.29946762,-1,"CUBIN, BARBARA",Incumbent,"GREEN, MICHAEL ALLEN",Challenger,,212312,N/A,N/A,N/A,R,,9826,81210,0.40097925,29.02000046
WY,WYOMING,56,H,0,2002,110229,65961,176190,0.37437424,-1,"CUBIN, BARBARA",Incumbent,"AKIN, RON",Challenger,,182152,N/A,N/A,N/A,R,,5962,44268,0.29946762,29.03000069
WY,WYOMING,56,H,0,2004,132107,99989,232096,0.43080881,-1,"CUBIN, BARBARA",Incumbent,"LADD, TED",Challenger,6581,239034,LIBERTARIAN,"STOCK, LEWIS L.",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 357,357,32118,0.37437424,29.69000053
WY,WYOMING,56,H,0,2006,93336,92324,185660,0.49727458,-1,"CUBIN, BARBARA",Incumbent,"TRAUNER, GARY",Challenger,,193369,N/A,N/A,N/A,R,,7709,1012,0.43080881,29.70000076
WY,WYOMING,56,H,0,2010,131661,45768,177429,0.25795108,-1,"LUMMIS, CYNTHIA M.",Incumbent,"WENDT, DAVID",Challenger,,186969,N/A,N/A,N/A,R,,9540,85893,0.44855925,33
WY,WYOMING,56,H,0,2012,166452,57573,224025,0.25699365,-1,"LUMMIS, CYNTHIA M.",Incumbent,"HENRICHSEN, CHRIS",Challenger,8442,241621,LIBERTARIAN,"BRUBAKER, RICHARD",Challenger,R,"The other vote was: Cummings, Daniel Clyde (Constitution) 4,963; Wills, Don (Country) 3,775; Scattered Write-Ins (Write-in) 416",9154,108879,0.25795108,28.81002088
WY,WYOMING,56,H,0,2014,113038,37803,150841,0.25061488,-1,"LUMMIS, CYNTHIA M.",Incumbent,"GRAYSON, RICHARD",Challenger,7112,165100,LIBERTARIAN,"BRUBAKER, RICHARD",Challenger,R,"The other vote was: Cummings, Daniel Clyde (Constitution) 6,749; Scattered Write-Ins (Write-in) 398",7147,75235,0.25699365,28.81002088
WY,WYOMING,56,H,0,2018,127963,59903,187866,0.31886026,-1,"CHENEY, ELIZABETH",Incumbent,"HUNTER, GREG",Challenger,6918,201245,LIBERTARIAN,"BRUBAKER, RICHARD",Challenger,R,"The other vote was: Cummings, Daniel Clyde (Constitution) 6,070; Scattered Write-Ins (Write-in) 391",6461,68060,0.32578722,24.29805616
WY,WYOMING,56,H,0,2020,185732,66576,252308,0.26386797,-1,"CHENEY, ELIZABETH",Incumbent,"GREY BULL, LYNNETTE",Challenger,10154,270892,LIBERTARIAN,"BRUBAKER, RICHARD",Challenger,R,"The other vote was: Haggit, Jeff Allen (Constitution) 7,905; Scattered Write-Ins (Write-in) 525",8430,119156,0.31886026,27.49742533
AK,ALASKA,2,H,0,1958,20699,27945,48644,0.57447988,0,"BENSON, HENRY A.",Challenger,"RIVERS, RALPH J.",Challenger,,48644,N/A,N/A,N/A,D,,,7246,,
AK,ALASKA,2,H,0,1970,35947,44137,80084,0.55113381,0,"MURKOWSKI, FRANK H.",Challenger,"BEGICH, NICHOLAS J.",Challenger,,80084,N/A,N/A,N/A,D,,,8190,0.45774123,48.5
AL,ALABAMA,1,H,4,1950,980,14608,15588,0.93713111,0,"CARTER, J. P.",Challenger,"ROBERTS, KENNETH A.",Challenger,,15588,N/A,N/A,N/A,D,,,13628,0.26086745,
AL,ALABAMA,1,H,6,1952,,24058,24058,1,0,,N/A,"SELDEN, ARMISTEAD I. JR.",Challenger,,24058,N/A,N/A,N/A,D,,,24058,1,61.29999924
AL,ALABAMA,1,H,9,1954,,40986,40986,1,0,,N/A,"HUDDLESTON, GEORGE JR.",Challenger,,40986,N/A,N/A,N/A,D,,,40986,1,54.20000076
AL,ALABAMA,1,H,1,1964,54522,36482,91004,0.40088347,0,"EDWARDS, JACK",Challenger,"TYSON, JOHN",Challenger,,91004,N/A,N/A,N/A,R,,,18040,1,27.04000092
AL,ALABAMA,1,H,7,1964,65353,44386,109739,0.40446877,0,"MARTIN, JAMES D.",Challenger,"HAWKINS, GEORGE C.",Challenger,,109739,N/A,N/A,N/A,R,,,20967,1,39.59000015
AL,ALABAMA,1,H,7,1966,40972,73987,114959,0.64359468,0,"SHERRER, WAYMAN",Challenger,"BEVILL, TOM",Challenger,,114959,N/A,N/A,N/A,D,,,33015,0.40446877,39.59000015
AL,ALABAMA,1,H,5,1968,14582,69110,83692,0.82576591,0,"DONALDSON, FRANK",Challenger,"FLOWERS, WALTER",Challenger,,122885,N/A,N/A,N/A,D,,39193,54528,1,73.08000183
AL,ALABAMA,1,H,5,1976,,113553,113553,1,0,,N/A,"FLIPPO, RONNIE G.",Challenger,,113560,N/A,N/A,N/A,D,,7,113553,1,67.97000122
AL,ALABAMA,1,H,7,1978,1841,77742,79583,0.9768669,0,"SCRUGGS, JAMES L.",Challenger,"SHELBY, RICHARD C.",Challenger,,82868,N/A,N/A,N/A,D,,3285,75901,1,56.61000061
AL,ALABAMA,1,H,6,1980,95019,87536,176555,0.47950479,0,"SMITH, ALBERT LEE JR.",Challenger,"CLIFFORD, W. B.",Challenger,,181982,N/A,N/A,N/A,R,,5427,13483,0.38293058,44.15999985
AL,ALABAMA,1,H,1,1984,102479,98455,200934,0.48998675,0,"CALLAHAN, H. L.",Challenger,"MCRIGHT, FRANK",Challenger,,200934,N/A,N/A,N/A,R,,,4024,0.38191906,34.95000076
AL,ALABAMA,1,H,7,1986,72777,108126,180903,0.59770155,0,"MCFARLAND, BILL",Challenger,"HARRIS, CLAUDE",Challenger,,180910,N/A,N/A,N/A,D,,7,35349,1,40.47999954
AL,ALABAMA,1,H,5,1990,55326,113047,168373,0.67140812,0,"MCDONALD, ALBERT",Challenger,"CRAMER, ROBERT E.",Challenger,,168383,N/A,N/A,N/A,D,,10,57721,0.65070707,40.84999847
AL,ALABAMA,1,H,7,1992,36086,144320,180406,0.79997337,0,"JONES, KERVIN",Challenger,"HILLIARD, EARL F.",Challenger,,207773,N/A,N/A,N/A,D,,27367,108234,0.70534664,71.56999969
AL,ALABAMA,1,H,2,1992,112906,109335,222241,0.49196592,0,"EVERETT, TERRY",Challenger,"WALLACE, GEORGE C.",Challenger,,228160,N/A,N/A,N/A,R,,5919,3571,0.48710883,39.90999985
AL,ALABAMA,1,H,3,1996,98353,92325,190678,0.48419324,0,"RILEY, ROBERT",Challenger,"LITTLE, T. D.",Challenger,,195047,N/A,N/A,N/A,R,,4369,6028,0.63599247,47.38000107
AL,ALABAMA,1,H,4,1996,102741,99250,201991,0.49135852,0,"ADERHOLT, ROBERT",Challenger,"WILSON, ROBERT T.",Challenger,,205917,N/A,N/A,N/A,R,,3926,3491,1,47.45999908
AL,ALABAMA,1,H,3,2002,91169,87351,178520,0.48930651,0,"ROGERS, MIKE D.",Challenger,"TURNHAM, JOE",Challenger,,181223,N/A,N/A,N/A,R,,2703,3818,,47.43000031
AL,ALABAMA,1,H,7,2002,,153735,153735,1,0,,N/A,"DAVIS, ARTUR",Challenger,,166309,N/A,N/A,N/A,D,,12574,153735,0.76265711,66.90000153
